title,release_year,category,duration,country,type,rating,Year,Content spend ($bn),Revenue ($bn),Gross Profit ($bn),Net Income ($bn),Paid Subscribers (mm)
Futmalls.com,2020,"Crime TV Shows, International TV Shows, TV Dramas",1 Season,Not Given,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Funny Boy,2020,"Dramas, LGBTQ Movies",109 min,Canada,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Chico Bon Bon and the Very Berry Holiday,2020,Children & Family Movies,25 min,Not Given,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Rose Island,2020,"Comedies, Dramas, International Movies",119 min,Italy,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
André & his olive tree,2020,"Documentaries, International Movies",104 min,Singapore,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Bobbleheads The Movie,2020,"Children & Family Movies, Comedies",83 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Spirit Riding Free: Ride Along Adventure,2020,Children & Family Movies,79 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Super Monsters: Santa’s Super Monster Helpers,2020,Children & Family Movies,24 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Ava,2020,"Action & Adventure, Dramas",97 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Room 2806: The Accusation,2020,"Crime TV Shows, Docuseries, International TV Shows",1 Season,France,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Detention,2020,"International TV Shows, TV Dramas, TV Horror",1 Season,Taiwan,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Mighty Express: A Mighty Christmas,2020,Children & Family Movies,26 min,Canada,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Captain Underpants Mega Blissmas,2020,"Children & Family Movies, Comedies",46 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Christmas Crossfire,2020,"Comedies, International Movies, Thrillers",106 min,Germany,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
MANK,2020,"Dramas, Independent Movies",133 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
You Are My Home,2020,"Children & Family Movies, Dramas",93 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Just Another Christmas,2020,"Comedies, International Movies",101 min,Brazil,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Ari Eldjárn: Pardon My Icelandic,2020,Stand-Up Comedy,54 min,Iceland,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Fierce,2020,"Comedies, Dramas, International Movies",118 min,Poland,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Angela's Christmas Wish,2020,Children & Family Movies,48 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Natalie Palamides: Nate - A One Man Show,2020,Comedies,60 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Hazel Brugger: Tropical,2020,Stand-Up Comedy,58 min,Germany,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
U-Turn,2020,"Horror Movies, International Movies",99 min,Philippines,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Finding Agnes,2020,"Dramas, International Movies",106 min,Philippines,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The 2nd,2020,Action & Adventure,93 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
A Go! Go! Cory Carson Christmas,2020,Children & Family Movies,22 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Dance Dreams: Hot Chocolate Nutcracker,2020,"Children & Family Movies, Documentaries",81 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Don’t Listen,2020,"Horror Movies, International Movies",98 min,Spain,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Notes for My Son,2020,"Dramas, International Movies",84 min,Argentina,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Andhaghaaram,2020,"Horror Movies, International Movies, Thrillers",171 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Beast,2020,"Action & Adventure, International Movies",100 min,Italy,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Call,2020,"International Movies, Thrillers",112 min,South Korea,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Larry the Cable Guy: Remain Seated,2020,Stand-Up Comedy,68 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Mosul,2020,"Action & Adventure, Dramas, International Movies",103 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Ghosts of War,2020,Horror Movies,95 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Shawn Mendes: Live in Concert,2020,Music & Musicals,87 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Christmas Chronicles: Part Two,2020,"Children & Family Movies, Comedies",115 min,Canada,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Andhakaaram,2020,"Horror Movies, International Movies, Thrillers",171 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Dragons: Rescue Riders: Huttsgalor Holiday,2020,"Children & Family Movies, Comedies",46 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Hillbilly Elegy,2020,Dramas,117 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Hard Kill,2020,Action & Adventure,98 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Shawn Mendes: In Wonder,2020,"Documentaries, Music & Musicals",83 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Dolly Parton’s Christmas on the Square,2020,"Children & Family Movies, Music & Musicals",99 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Alien Xmas,2020,Children & Family Movies,42 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
If Anything Happens I Love You,2020,Dramas,13 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The App That Stole Christmas,2020,"Children & Family Movies, Comedies",64 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Princess Switch: Switched Again,2020,"Children & Family Movies, Comedies, Dramas",97 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Ainu Mosir,2020,"Dramas, International Movies",84 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Kevin Hart: Zero F**ks Given,2020,Stand-Up Comedy,70 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
A Queen Is Born,2020,"International TV Shows, Reality TV",1 Season,Brazil,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Fukrey Boyzzz: Space Mein Fukrapanti,2020,"Children & Family Movies, Comedies",75 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Jingle Jangle: A Christmas Journey,2020,"Children & Family Movies, Music & Musicals",124 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Beginning of Life 2: Outside,2020,"Documentaries, International Movies",92 min,Brazil,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Life Ahead,2020,"Dramas, International Movies",95 min,Italy,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Minions of Midas,2020,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1 Season,Spain,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Ludo,2020,"Comedies, Dramas, International Movies",150 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
What We Wanted,2020,"Dramas, International Movies",93 min,Austria,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Citation,2020,"Dramas, International Movies",151 min,Nigeria,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Girl's Revenge,2020,"Dramas, International Movies",82 min,Taiwan,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
A New York Christmas Wedding,2020,"Dramas, LGBTQ Movies, Romantic Movies",90 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Carmel: Who Killed Maria Marta?,2020,"Crime TV Shows, Docuseries, International TV Shows",1 Season,Argentina,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Midnight at the Magnolia,2020,"Comedies, Romantic Movies",87 min,Canada,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Operation Christmas Drop,2020,"Children & Family Movies, Comedies, Romantic Movies",96 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Miss India,2020,"Dramas, International Movies",136 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Felix Lobrecht: Hype,2020,Stand-Up Comedy,60 min,Germany,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
MOTHER,2020,"Dramas, International Movies",127 min,Japan,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Elf Pets: A Fox Cub’s Christmas Tale,2020,Children & Family Movies,28 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Elf Pets: Santa’s Reindeer Rescue,2020,Children & Family Movies,27 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Wheels of Fortune,2020,"Comedies, Sports Movies",107 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
His House,2020,"Horror Movies, Independent Movies",93 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Kaali Khuhi,2020,"Horror Movies, International Movies",91 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Rogue City,2020,"Dramas, International Movies, Thrillers",116 min,France,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Day of the Lord,2020,"Horror Movies, International Movies",93 min,Mexico,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Holidate,2020,"Comedies, Romantic Movies",105 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Nobody Sleeps in the Woods Tonight,2020,"Horror Movies, International Movies",103 min,Poland,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Secrets of the Saqqara Tomb,2020,Documentaries,114 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Guillermo Vilas: Settling the Score,2020,"Documentaries, International Movies, Sports Movies",95 min,Argentina,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Sarah Cooper: Everything's Fine,2020,Comedies,50 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Devil Punisher,2020,"International TV Shows, Romantic TV Shows, TV Mysteries",1 Season,Taiwan,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Move,2020,"Docuseries, International TV Shows",1 Season,United States,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Over the Moon,2020,"Children & Family Movies, Music & Musicals",100 min,China,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Cadaver,2020,"Horror Movies, International Movies",87 min,Norway,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
"Yes, God, Yes",2020,"Comedies, Dramas, Independent Movies",78 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Brave Blue World: Racing to Solve Our Water Crisis,2020,"Documentaries, International Movies",51 min,Canada,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Rebecca,2020,"Dramas, Romantic Movies, Thrillers",123 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Magic School Bus Rides Again The Frizz Connection,2020,Children & Family Movies,46 min,Canada,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Tremors: Shrieker Island,2020,"Action & Adventure, Horror Movies",102 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Rooting for Roona,2020,"Documentaries, International Movies",42 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
I Am Vengeance: Retaliation,2020,Action & Adventure,82 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Someone Has to Die,2020,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1 Season,Mexico,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Trial of the Chicago 7,2020,Dramas,130 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
A Babysitter's Guide to Monster Hunting,2020,Children & Family Movies,99 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Love Like the Falling Rain,2020,"Dramas, International Movies, Romantic Movies",87 min,Indonesia,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
A Choo,2020,"Action & Adventure, International Movies, Romantic Movies",101 min,Taiwan,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
BLACKPINK: Light Up the Sky,2020,"Documentaries, Music & Musicals",80 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Three Deaths of Marisela Escobedo,2020,"Documentaries, International Movies",110 min,Mexico,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Octonauts & the Great Barrier Reef,2020,Children & Family Movies,47 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Ginny Weds Sunny,2020,"Comedies, International Movies, Romantic Movies",126 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Forty-Year-Old Version,2020,"Comedies, Dramas, Independent Movies",124 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Bigflo & Oli: Hip Hop Frenzy,2020,"Documentaries, International Movies, Music & Musicals",100 min,France,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Hubie Halloween,2020,"Comedies, Horror Movies",104 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
To the Lake,2020,"International TV Shows, TV Dramas, TV Mysteries",1 Season,Russia,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
American Pie 9: Girls' Rules,2020,Comedies,96 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
StarBeam: Halloween Hero,2020,Children & Family Movies,33 min,Canada,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
David Attenborough: A Life on Our Planet,2020,Documentaries,84 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",2020,"Documentaries, LGBTQ Movies",44 min,Canada,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
A Go! Go! Cory Carson Halloween,2020,Children & Family Movies,22 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Òlòtūré,2020,"Dramas, International Movies",107 min,Nigeria,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Serious Men,2020,"Comedies, Dramas, International Movies",115 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Binding,2020,"Horror Movies, International Movies, Thrillers",93 min,Italy,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Vampires vs. the Bronx,2020,"Comedies, Horror Movies",86 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
You've Got This,2020,"Comedies, International Movies, Romantic Movies",112 min,Mexico,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
All Because of You,2020,"Action & Adventure, Comedies, International Movies",102 min,Malaysia,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Book of Sun,2020,"Comedies, Independent Movies, International Movies",120 min,Saudi Arabia,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Outpost,2020,"Action & Adventure, Dramas",123 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
American Murder: The Family Next Door,2020,Documentaries,84 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Boys in the Band,2020,"Dramas, LGBTQ Movies",122 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Michelle Buteau: Welcome to Buteaupia,2020,Stand-Up Comedy,59 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Welcome to Sudden Death,2020,Action & Adventure,80 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Enola Holmes,2020,"Action & Adventure, Children & Family Movies, Dramas",124 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Kiss the Ground,2020,Documentaries,85 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
A Love Song for Latasha,2020,Documentaries,20 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Dolly Kitty Aur Woh Chamakte Sitare,2020,"Dramas, Independent Movies, International Movies",120 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Whipped,2020,"Comedies, International Movies, Romantic Movies",98 min,Indonesia,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
GIMS: On the Record,2020,"Documentaries, International Movies, Music & Musicals",96 min,France,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Horrid Henry's Gross Day Out,2020,"Children & Family Movies, Comedies",61 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Residue,2020,"Dramas, Independent Movies",90 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Wish Upon a Unicorn,2020,Children & Family Movies,93 min,Not Given,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Devil All The Time,2020,"Dramas, Thrillers",139 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Paramedic,2020,"Dramas, International Movies, Thrillers",94 min,Spain,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Call the Midwife,2020,"British TV Shows, International TV Shows, TV Dramas",9 Seasons,United Kingdom,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Hope Frozen: A Quest to Live Twice,2020,"Documentaries, International Movies",80 min,Thailand,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Michael McIntyre: Showman,2020,Stand-Up Comedy,63 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Dad Wanted,2020,"Children & Family Movies, Comedies, Dramas",103 min,Mexico,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Pets United,2020,"Children & Family Movies, Comedies",93 min,Germany,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Julie and the Phantoms,2020,"Kids' TV, TV Comedies",1 Season,United States,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Babysitter: Killer Queen,2020,"Comedies, Horror Movies",102 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Cargo,2020,"Comedies, Dramas, Independent Movies",113 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Cuties,2020,"Dramas, International Movies",96 min,France,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
La Línea: Shadow of Narco,2020,"Crime TV Shows, Docuseries, International TV Shows",1 Season,Spain,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
So Much Love to Give,2020,"Comedies, International Movies, Music & Musicals",108 min,Argentina,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Social Dilemma,2020,Documentaries,94 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
#Alive,2020,"Horror Movies, International Movies, Thrillers",99 min,South Korea,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
My Octopus Teacher,2020,"Children & Family Movies, Documentaries, International Movies",86 min,South Africa,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Villain,2020,Dramas,97 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
I'm Thinking of Ending Things,2020,"Dramas, Independent Movies",135 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Afonso Padilha: Classless,2020,Stand-Up Comedy,63 min,Brazil,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
"Love, Guaranteed",2020,"Comedies, Independent Movies, Romantic Movies",91 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Freaks – You're One of Us,2020,"Dramas, Independent Movies, International Movies",93 min,Germany,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Sky Tour: The Movie,2020,"Documentaries, International Movies, Music & Musicals",93 min,Vietnam,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Barbie Princess Adventure,2020,"Children & Family Movies, Music & Musicals",72 min,Netherlands,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Maniyarayile Ashokan,2020,"Comedies, International Movies, Romantic Movies",110 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Boss Baby: Get That Baby!,2020,"Children & Family Movies, Comedies",115 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Match,2020,"Dramas, International Movies, Sports Movies",97 min,Italy,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Thomas and Friends,2020,"British TV Shows, Classic & Cult TV, Kids' TV",2 Seasons,United Kingdom,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
True: Friendship Day,2020,Children & Family Movies,24 min,Canada,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Debt Collector 2,2020,Action & Adventure,97 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
All Together Now,2020,Dramas,94 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Santana,2020,"Action & Adventure, International Movies",107 min,South Africa,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Unknown Origins,2020,"International Movies, Thrillers",97 min,Spain,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Bridge Curse,2020,"Horror Movies, International Movies, Thrillers",88 min,Taiwan,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Making The Witcher,2020,Documentaries,33 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Class of '83,2020,"Dramas, International Movies, Thrillers",98 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Dark Forces,2020,"Horror Movies, Independent Movies, International Movies",81 min,Mexico,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Sleepover,2020,"Action & Adventure, Children & Family Movies, Comedies",104 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Goedam,2020,"International TV Shows, TV Horror, TV Mysteries",1 Season,South Korea,TV Show,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Crimes That Bind,2020,"Dramas, International Movies",100 min,Argentina,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Crazy Awesome Teachers,2020,"Comedies, Dramas, International Movies",102 min,Indonesia,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Little Singham: Kaal Ka Badla,2020,"Children & Family Movies, Comedies",70 min,Not Given,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,2020,"Documentaries, International Movies, Sports Movies",59 min,Not Given,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Fearless,2020,"Children & Family Movies, Comedies",92 min,Canada,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Octonauts & the Caves of Sac Actun,2020,Children & Family Movies,72 min,United Kingdom,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Project Power,2020,Action & Adventure,113 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
Gunjan Saxena: The Kargil Girl,2020,"Action & Adventure, Dramas, International Movies",113 min,India,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
"Rob Schneider: Asian Momma, Mexican Kids",2020,Stand-Up Comedy,44 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
The Lost Husband,2020,"Dramas, Romantic Movies",110 min,United States,Movie,TV-MA,2020,11.8,24.9,9.7,2.7,203.66
